0,1,2,3,4
0.6894273070877485,0.6453722194164232,0.1847945681509391,0.7301126693842456,0.04328281669184031
0.6559070091972914,0.49754762607909986,0.5845234106974923,0.059352367191465305,0.7846747740470791
0.8469083287046296,0.05157134587914913,0.9730977837669289,0.16152224729925446,0.6632747051869459
0.13649865325579968,0.5515958727433533,0.8356310612725646,0.6630998983397324,0.8505246572921088
0.23938099454900175,0.06124189047886608,0.6547521041088922,0.8924107450710153,0.05349093047654274
0.1720482679143852,0.5407560573129667,0.017427228178357068,0.939366493792126,0.5392143682523326
0.7033361506107494,0.6394995745487738,0.1550296525979723,0.3220421686169386,0.8891589060316175
0.15245283398877651,0.2174986197979233,0.6995860944350226,0.7028745393857182,0.10884029864686895
0.926729473278134,0.6051077308079833,0.9550865300342514,0.813423889745829,0.7238783845925306
0.7397087064943225,0.8749192782867414,0.7810996758352754,0.3265455533318391,0.35601467791083874
0.3497383975226539,0.24279830356664767,0.44688279109290874,0.8271678489370244,0.6306165619456442
0.7591278632471938,0.3296413708619089,0.2557246732112648,0.028354622915742755,0.625283306906811
0.23606777234419507,0.6782366179417568,0.6644318754125248,0.6673998212691361,0.1261204914915608
0.7599550310970609,0.618976422442401,0.8383959073536523,0.2122220423030713,0.37049570905180274
0.07795058582263492,0.9238596080632414,0.6914273918425522,0.12729822933743973,0.4038944072778192
0.5353931813936462,0.9850715425920644,0.6208424810523423,0.631331142254046,0.6900960221099142
0.5563399616545062,0.3925350540634265,0.5009614391245896,0.6848800744692456,0.27695679569053455
0.4543396983478767,0.04511411147111566,0.8886130315655556,0.9340389795026506,0.9135982888169897
0.952292582634731,0.315960301196919,0.5481364771632601,0.8272469829713976,0.46095142592251415
0.5288453680128808,0.04049980217054683,0.5917833178646282,0.4869544056958367,0.5088969072728814
0.975949512634521,0.9066227838574566,0.9442002405946598,0.07840741938577667,0.1352349103301922
0.753964285296096,0.7772415584270855,0.3740111413762619,0.8326988779203109,0.7168251431439022
0.2655319712287093,0.19372251975186572,0.07468108398373918,0.12776244424617433,0.9326781093337104
0.6397223008008434,0.47719338470608075,0.1283881664925618,0.27994683468053894,0.704598604183575
0.09103026274884385,0.5062637618388125,0.5696334860822638,0.40446541791211543,0.11461144829262326
0.5881782945255919,0.2469400794951644,0.07734103736649611,0.260897194905123,0.3022749748419079
0.5432274098829295,0.5392632064008157,0.41094357758252653,0.8230136546816458,0.40541669914646605
0.6877128398084981,0.9758372294969586,0.6502676308652341,0.5074155644904043,0.7219598699648035
0.6773910528045133,0.09237731165760055,0.3304139789270455,0.7861497116424296,0.932151150261887
0.471708890961985,0.1326848198829904,0.18407936430042393,0.2858145780926601,0.9102347848372407
0.8724186786419291,0.0932183988484172,0.3002593939797279,0.09940692652121841,0.16604350488052955
0.7930188011807054,0.07650887666415374,0.5118072768783042,0.4620407044103877,0.1402082584475891
0.5274742980774869,0.034531911961323325,0.3174157221524663,0.09133943804037603,0.451951735105786
0.4669916243596186,0.7140583488398156,0.9480376736203135,0.5747337147155596,0.341075963828381
0.609324298087349,0.339252955201499,0.132730872714531,0.06338698677325005,0.7339284030750141
0.532423730376091,0.9729968699932263,0.7590968720997189,0.7675378850325512,0.9062804296322439
0.6208449029457086,0.9625315271932984,0.33519522414469605,0.46680856938005655,0.9772515542202681
0.9639083081983507,0.9709065187198681,0.09622163296289554,0.12673920882963552,0.8936087869224807
0.09773180149898675,0.32145326685735154,0.8613754400148891,0.4698345171486986,0.29986982061218037
